slug;rubrik;prio;quelle;typ;cluster_vorschlag;rubrik_final;slug_final
lebensmittel-rueckverfolgbarkeit-software;Lebensmittel-Rückverfolgbarkeit Software;1;capterra;software;Industrie, Agrar & Energie;Lebensmittel-Rückverfolgbarkeit Software;lebensmittel-rueckverfolgbarkeit-software
lebensmittelhandel-software;Lebensmittelhandel Software;1;capterra;software;Industrie, Agrar & Energie;Lebensmittelhandel Software;lebensmittelhandel-software
lebensmittelindustrie-erp;Lebensmittelindustrie ERP;2;omr;software;Industrie, Agrar & Energie;ERP für die Lebensmittelindustrie;erp-fuer-die-lebensmittelindustrie
lebensmittelverwaltung-software;Lebensmittelverwaltung Software;1;capterra;software;Industrie, Agrar & Energie;Lebensmittelverwaltung Software;lebensmittelverwaltung-software
legal-document-management-software;Legal-Document-Management-Software;1;beide;software;Recht & Kanzlei;Legal-Document-Management-Software;legal-document-management-software
lehrer-software;Lehrer Software;1;capterra;software;Bildung & Bildungsträger;Lehrer Software;lehrer-software
lernplattformen;Lernplattformen;2;capterra;software;Lernen & Events;Lernplattformen;lernplattformen
lernplattformen-fuer-das-gastgewerbe;Lernplattformen für das Gastgewerbe;2;capterra;software;Marketing & SEO;Lernplattformen für das Gastgewerbe;lernplattformen-fuer-das-gastgewerbe
lernplattformen-fuer-gesundheitswesen;Lernplattformen für Gesundheitswesen;2;capterra;software;Gesundheit & Pflege;Lernplattformen für Gesundheitswesen;lernplattformen-fuer-gesundheitswesen
lieferkettensorgfaltspflichtengesetz-csddd;Lieferkettensorgfaltspflichtengesetz Csddd;3;omr;software;Weitere Software;Lieferkettensorgfaltspflichten;lieferkettensorgfaltspflichten
lieferservice-software-food-delivery;Lieferservice Software (Food Delivery);1;capterra;software;Mobilität & Fahrzeuge;Lieferservice Software (Food Delivery);lieferservice-software-food-delivery
liefersoftware;Liefersoftware;1;capterra;software;Mobilität & Fahrzeuge;Liefersoftware;liefersoftware
lims-systeme;LIMS Systeme;2;capterra;software;Gesundheit & Pflege;LIMS Systeme;lims-systeme
link-verkuerzer;Link-Verkürzer;3;capterra;software;Marketing & SEO;Link-Verkürzer;link-verkuerzer
linkbuilding;Linkbuilding;3;omr;software;Marketing & SEO;Linkbuilding;linkbuilding
linkedin-automation;Linkedin Automation;3;omr;software;Marketing & SEO;LinkedIn-Automatisierung;linkedin-automatisierung
live-chat-software;Live-Chat Software;1;beide;software;Kommunikation & Support;Live-Chat Software;live-chat-software
live-stream;Live Stream;3;omr;software;Kommunikation & Support;Livestreaming;livestreaming
lizenzmanagement-software;Lizenzmanagement Software;1;capterra;software;Weitere Software;Lizenzmanagement Software;lizenzmanagement-software
local-marketing;Local Marketing;3;omr;software;Marketing & SEO;Lokales Marketing;lokales-marketing
local-seo;Local SEO;2;omr;software;Marketing & SEO;Local SEO;local-seo
local-seo-tools;Local SEO Tools;2;capterra;software;Marketing & SEO;Local SEO Tools;local-seo-tools
location-intelligence-software;Location Intelligence Software;1;capterra;software;Daten & Analytics;Location Intelligence Software;location-intelligence-software
log-management-software;Log Management Software;1;capterra;software;IT, Security & Infrastruktur;Log Management Software;log-management-software
logfile-analyse-tools;Logfile Analyse Tools;2;capterra;software;Daten & Analytics;Logfile Analyse Tools;logfile-analyse-tools
logistics-intelligence;Logistics Intelligence;3;omr;software;Daten & Analytics;Logistik-Analyse;logistik-analyse
logistik-software;Logistik Software;1;capterra;software;Produktion & Supply Chain;Logistik Software;logistik-software
logopaedie-software-fuer-die-sprachtherapie;Logopädie Software für die Sprachtherapie;1;capterra;software;Gesundheit & Pflege;Logopädie Software für die Sprachtherapie;logopaedie-software-fuer-die-sprachtherapie
lohnabrechnungsprogramme;Lohnabrechnungsprogramme;2;beide;software;Finanzen & Buchhaltung;Lohnabrechnungsprogramme;lohnabrechnungsprogramme
lohnprogramme-fuer-mehrere-laender;Lohnprogramme für mehrere Länder;2;capterra;software;Finanzen & Buchhaltung;Lohnprogramme für mehrere Länder;lohnprogramme-fuer-mehrere-laender
lokalisierungssoftware;Lokalisierungssoftware;1;capterra;software;KI & Automatisierung;Lokalisierungssoftware;lokalisierungssoftware
low-code-plattformen;Low Code Plattformen;2;capterra;software;KI & Automatisierung;Low Code Plattformen;low-code-plattformen
loyalty-management;Loyalty Management;2;omr;software;Vertrieb & CRM;Kundenbindungsmanagement;kundenbindungsmanagement
luftfahrt-software;Luftfahrt Software;1;capterra;software;Industrie, Agrar & Energie;Luftfahrt Software;luftfahrt-software
machine-learning-software;Machine Learning Software;1;beide;software;KI & Automatisierung;Machine Learning Software;machine-learning-software
maengelprotokoll-software;Mängelprotokoll-Software;1;capterra;software;Bau & Handwerk;Mängelprotokoll-Software;maengelprotokoll-software
maklersoftware;Maklersoftware;1;capterra;software;Immobilien;Maklersoftware;maklersoftware
managed-hosting;Managed Hosting;3;omr;software;IT, Security & Infrastruktur;Managed Hosting;managed-hosting
marina-software;Marina Software;1;capterra;software;Gastro, Hotel & Freizeit;Marina Software;marina-software
market-intelligence;Market Intelligence;3;omr;software;Daten & Analytics;Marktanalyse;marktanalyse
marketing-analyse-tools;Marketing Analyse Tools;2;beide;software;Marketing & SEO;Marketing Analyse Tools;marketing-analyse-tools
marketing-attribution-software;Marketing Attribution Software;1;beide;software;Marketing & SEO;Marketing Attribution Software;marketing-attribution-software
marketing-automation-tools;Marketing Automation Tools;2;beide;software;Marketing & SEO;Marketing Automation Tools;marketing-automation-tools
marketing-operations-platforms;Marketing Operations Platforms;2;omr;software;Marketing & SEO;Marketing-Operations-Plattformen;marketing-operations-plattformen
marketing-planning-tool;Marketing Planning Tool;2;capterra;software;Marketing & SEO;Marketing Planning Tool;marketing-planning-tool
marketing-platforms;Marketing Platforms;2;omr;software;Marketing & SEO;Marketing-Plattformen;marketing-plattformen
marketing-resource-management;Marketing Resource Management;2;omr;software;Marketing & SEO;Marketing-Ressourcen-Management;marketing-ressourcen-management
marktforschung-software;Marktforschung Software;1;capterra;software;Marketing & SEO;Marktforschung Software;marktforschung-software
marktplatz;Marktplatz;3;omr;software;E-Commerce & Handel;Marktplätze;marktplaetze
marktplatz-software;Marktplatz Software;1;capterra;software;E-Commerce & Handel;Marktplatz Software;marktplatz-software
martial-arts-software;Martial Arts Software;1;capterra;software;Gastro, Hotel & Freizeit;Martial Arts Software;martial-arts-software
maschinenbau-anlagenbau-erp;Maschinenbau Anlagenbau ERP;2;omr;software;Bau & Handwerk;ERP für Maschinen- und Anlagenbau;erp-fuer-maschinen-und-anlagenbau
maschinenplanung-software;Maschinenplanung Software;1;capterra;software;Produktion & Supply Chain;Maschinenplanung Software;maschinenplanung-software
massage-software;Massage Software;1;capterra;software;Gastro, Hotel & Freizeit;Massage Software;massage-software
mdm-software;MDM Software;1;capterra;software;IT, Security & Infrastruktur;MDM Software;mdm-software
media-monitoring;Media Monitoring;3;omr;software;Marketing & SEO;Medienbeobachtung;medienbeobachtung
medical-transcription-software;Medical Transcription Software;1;capterra;software;Gesundheit & Pflege;Medical Transcription Software;medical-transcription-software
medizinische-credentialing-software;Medizinische Credentialing Software;1;capterra;software;Gesundheit & Pflege;Medizinische Credentialing Software;medizinische-credentialing-software
medizintechnik-erp;Medizintechnik ERP;2;omr;software;Gesundheit & Pflege;ERP für die Medizintechnik;erp-fuer-die-medizintechnik
meeting-management;Meeting Management;2;omr;software;Projekte & Zusammenarbeit;Meeting-Management;meeting-management
meeting-software;Meeting Software;1;capterra;software;Projekte & Zusammenarbeit;Meeting Software;meeting-software
mengenermittlung-software-bau;Mengenermittlung Software (Bau);1;capterra;software;Bau & Handwerk;Mengenermittlung Software (Bau);mengenermittlung-software-bau
mentoring-software;Mentoring Software;1;beide;software;Personal & HR;Mentoring Software;mentoring-software
mes-systeme;MES Systeme;2;capterra;software;Produktion & Supply Chain;MES Systeme;mes-systeme
metadatenmanagement-software;Metadatenmanagement-Software;1;capterra;software;Daten & Analytics;Metadatenmanagement-Software;metadatenmanagement-software
metallbau-software;Metallbau Software;1;capterra;software;Bau & Handwerk;Metallbau Software;metallbau-software
microlearning-software;Microlearning Software;1;capterra;software;Lernen & Events;Microlearning Software;microlearning-software
mietverwaltung-software;Mietverwaltung-Software;1;capterra;software;Immobilien;Mietverwaltung-Software;mietverwaltung-software
mindmap-tools;Mindmap-Tools;2;beide;software;Projekte & Zusammenarbeit;Mindmap-Tools;mindmap-tools
mitarbeiter-engagement-software;Mitarbeiter Engagement Software;1;beide;software;Personal & HR;Mitarbeiter Engagement Software;mitarbeiter-engagement-software
mitarbeiteranerkennung-software;Mitarbeiteranerkennung Software;1;capterra;software;Personal & HR;Mitarbeiteranerkennung Software;mitarbeiteranerkennung-software
mitarbeiterkommunikation-tools;Mitarbeiterkommunikation Tools;2;capterra;software;Personal & HR;Mitarbeiterkommunikation Tools;mitarbeiterkommunikation-tools
mitarbeiterueberwachung-software;Mitarbeiterüberwachung Software;1;capterra;software;Personal & HR;Mitarbeiterüberwachung Software;mitarbeiterueberwachung-software
mitgliederverwaltung-software;Mitgliederverwaltung Software;1;capterra;software;Weitere Software;Mitgliederverwaltung Software;mitgliederverwaltung-software
mlm-software;MLM-Software;1;capterra;software;Weitere Branchen;MLM-Software;mlm-software
mobile-analytics-software;Mobile Analytics Software;1;capterra;software;Daten & Analytics;Mobile Analytics Software;mobile-analytics-software
mobile-cms;Mobile CMS;2;capterra;software;Website & Content;Mobile CMS;mobile-cms
mobile-development-platforms;Mobile Development Platforms;2;omr;software;IT, Security & Infrastruktur;Plattformen für App-Entwicklung;plattformen-fuer-app-entwicklung
mobile-device-management-mdm;Mobile Device Management MDM;2;omr;software;IT, Security & Infrastruktur;Mobile Device Management;mobile-device-management-mdm
mobile-kreditkartenverarbeitungssoftware;Mobile Kreditkartenverarbeitungssoftware;1;capterra;software;Finanzen & Buchhaltung;Mobile Kreditkartenverarbeitungssoftware;mobile-kreditkartenverarbeitungssoftware
mobile-learning-systeme;Mobile Learning Systeme;2;capterra;software;Lernen & Events;Mobile Learning Systeme;mobile-learning-systeme
mobile-marketing-software;Mobile Marketing Software;1;beide;software;Marketing & SEO;Mobile Marketing Software;mobile-marketing-software
mobile-wallet-service;Mobile Wallet Service;3;omr;software;Finanzen & Buchhaltung;Mobile Wallets;mobile-wallets
modedesign-programm;Modedesign Programm;2;capterra;software;Design & Kreativ;Modedesign Programm;modedesign-programm
motel-software;Motel-Software;1;capterra;software;Gastro, Hotel & Freizeit;Motel-Software;motel-software
mrm-software;MRM Software;1;capterra;software;Weitere Software;MRM Software;mrm-software
mrp-systeme;MRP Systeme;2;capterra;software;Produktion & Supply Chain;MRP Systeme;mrp-systeme
msp-software;MSP Software;1;capterra;software;IT, Security & Infrastruktur;MSP Software;msp-software
multi-channel-ecommerce-software;Multi-Channel eCommerce Software;1;capterra;software;E-Commerce & Handel;Multi-Channel eCommerce Software;multi-channel-ecommerce-software
multichannel-retail;Multichannel Retail;3;omr;software;E-Commerce & Handel;Multichannel-Handel;multichannel-handel
museumssoftware;Museumssoftware;1;capterra;software;Bildung & Bildungsträger;Museumssoftware;museumssoftware
musikschulsoftware;Musikschulsoftware;1;capterra;software;Bildung & Bildungsträger;Musikschulsoftware;musikschulsoftware
nac-software;NAC Software;1;capterra;software;IT, Security & Infrastruktur;NAC Software;nac-software
nachfolgeplanung-software;Nachfolgeplanung Software;1;capterra;software;Personal & HR;Nachfolgeplanung Software;nachfolgeplanung-software
nachhaltigkeitssoftware;Nachhaltigkeitssoftware;1;capterra;software;IT, Security & Infrastruktur;Nachhaltigkeitssoftware;nachhaltigkeitssoftware
natural-language-processing-nlp-tools;Natural Language Processing (NLP) Tools;2;capterra;software;KI & Automatisierung;Natural Language Processing (NLP) Tools;natural-language-processing-nlp-tools
natural-language-understanding-nlu;Natural Language Understanding Nlu;3;omr;software;Weitere Software;Sprachverstehen (NLU);sprachverstehen-nlu
network-mapping-tools;Network Mapping Tools;2;capterra;software;IT, Security & Infrastruktur;Network Mapping Tools;network-mapping-tools
netzwerk-monitoring-tools;Netzwerk Monitoring Tools;2;capterra;software;IT, Security & Infrastruktur;Netzwerk Monitoring Tools;netzwerk-monitoring-tools
netzwerkanalyse-tool;Netzwerkanalyse Tool;2;capterra;software;Daten & Analytics;Netzwerkanalyse Tool;netzwerkanalyse-tool
netzwerkmanagement-software;Netzwerkmanagement-Software;1;capterra;software;IT, Security & Infrastruktur;Netzwerkmanagement-Software;netzwerkmanagement-software
netzwerksicherheit-software;Netzwerksicherheit Software;1;beide;software;IT, Security & Infrastruktur;Netzwerksicherheit Software;netzwerksicherheit-software
no-code-development-platform;No Code Development Platform;2;omr;software;KI & Automatisierung;No-Code-Plattformen;no-code-plattformen
no-code-tools;No-Code Tools;2;capterra;software;KI & Automatisierung;No-Code Tools;no-code-tools
nosql-databases-software;NoSQL-Databases-Software;1;capterra;software;Daten & Analytics;NoSQL-Databases-Software;nosql-databases-software
notizprogramme;Notizprogramme;2;capterra;software;Projekte & Zusammenarbeit;Notizprogramme;notizprogramme
npo-software;NPO Software;1;capterra;software;Non-Profit, Kirche & Verein;NPO Software;npo-software
nps-software;NPS-Software;1;capterra;software;Weitere Software;NPS-Software;nps-software
objektschutz-software;Objektschutz Software;1;capterra;software;Öffentlicher Sektor & Sicherheit;Objektschutz Software;objektschutz-software
observability-tools;Observability-Tools;2;capterra;software;IT, Security & Infrastruktur;Observability-Tools;observability-tools
ocr-software;OCR-Software;1;capterra;software;KI & Automatisierung;OCR-Software;ocr-software
oee-software;OEE Software;1;capterra;software;Produktion & Supply Chain;OEE Software;oee-software
oel-und-gas-software;Öl- und Gas-Software;1;capterra;software;Industrie, Agrar & Energie;Öl- und Gas-Software;oel-und-gas-software
office-suites;Office Suites;2;omr;software;Weitere Software;Office-Pakete;office-pakete
okr-tools;OKR-Tools;2;beide;software;Projekte & Zusammenarbeit;OKR-Tools;okr-tools
onboarding-tools;Onboarding Tools;2;beide;software;Personal & HR;Onboarding Tools;onboarding-tools
online-banking-software;Online-Banking-Software;1;capterra;software;Weitere Branchen;Online-Banking-Software;online-banking-software
online-bestellsystem;Online Bestellsystem;2;capterra;software;E-Commerce & Handel;Online Bestellsystem;online-bestellsystem
online-crm-systeme;Online CRM Systeme;2;capterra;software;Vertrieb & CRM;Online CRM Systeme;online-crm-systeme
online-marketing-services;Online Marketing Services;3;omr;dienstleister;;Online Marketing Services;online-marketing-services
online-meeting-tools;Online Meeting Tools;2;capterra;software;Projekte & Zusammenarbeit;Online Meeting Tools;online-meeting-tools
online-proofing-tools;Online-Proofing-Tools;2;beide;software;Weitere Software;Online-Proofing-Tools;online-proofing-tools
online-reputation-management;Online Reputation Management;2;omr;software;Marketing & SEO;Reputationsmanagement;reputationsmanagement
online-reputation-management-tools;Online Reputation Management Tools;2;capterra;software;Marketing & SEO;Online Reputation Management Tools;online-reputation-management-tools
online-verkaufsplattform;Online Verkaufsplattform;2;omr;software;Weitere Software;Online Verkaufsplattform;online-verkaufsplattform
onlineshop-buchhaltung;Onlineshop Buchhaltung;3;omr;software;Finanzen & Buchhaltung;Buchhaltung für Onlineshops;buchhaltung-fuer-onlineshops
onlineshop-software-fuer-kleine-unternehmen;Onlineshop Software für kleine Unternehmen;1;capterra;software;E-Commerce & Handel;Onlineshop Software für kleine Unternehmen;onlineshop-software-fuer-kleine-unternehmen
onpage;Onpage;3;omr;software;Marketing & SEO;Onpage-Optimierung;onpage-optimierung
onsite-search;Onsite Search;3;omr;software;Website & Content;Suche für die eigene Website;suche-fuer-die-eigene-website
optical-character-recognition-ocr;Optical Character Recognition OCR;2;omr;software;KI & Automatisierung;Texterkennung (OCR);texterkennung-ocr
optiker-software;Optiker Software;1;capterra;software;Weitere Branchen;Optiker Software;optiker-software
ordnungsamt-software;Ordnungsamt Software;1;capterra;software;Öffentlicher Sektor & Sicherheit;Ordnungsamt Software;ordnungsamt-software
organigramm;Organigramm;3;omr;software;Weitere Software;Organigramme;organigramme
organigramm-software;Organigramm Software;1;capterra;software;Weitere Software;Organigramm Software;organigramm-software
other-conversion-optimization;Other Conversion Optimization;3;omr;software;Marketing & SEO;Weitere Conversion-Optimierung;weitere-conversion-optimierung
other-finance-und-accounting-software;Other Finance und Accounting Software;1;capterra;software;Finanzen & Buchhaltung;Other Finance und Accounting Software;other-finance-und-accounting-software
p2c;P2c;3;omr;software;Weitere Software;Procure-to-Cash;procure-to-cash
paas-software;PaaS Software;1;capterra;software;Weitere Software;PaaS Software;paas-software
pacs-systeme;PACS Systeme;2;capterra;software;Gesundheit & Pflege;PACS Systeme;pacs-systeme
paediatrie-software;Pädiatrie-Software;1;capterra;software;Gesundheit & Pflege;Pädiatrie-Software;paediatrie-software
pagespeed;Pagespeed;3;omr;software;Marketing & SEO;Ladezeit-Optimierung;ladezeit-optimierung
pam-software;PAM Software;1;capterra;software;IT, Security & Infrastruktur;PAM Software;pam-software
parkplatz-software;Parkplatz Software;1;capterra;software;Mobilität & Fahrzeuge;Parkplatz Software;parkplatz-software
partnermanagement-software;Partnermanagement-Software;1;beide;software;Weitere Software;Partnermanagement-Software;partnermanagement-software
passwort-manager;Passwort Manager;2;capterra;software;IT, Security & Infrastruktur;Passwort Manager;passwort-manager
passwortmanagement;Passwortmanagement;3;omr;software;IT, Security & Infrastruktur;Passwortmanagement;passwortmanagement
patch-management-software;Patch-Management-Software;1;capterra;software;IT, Security & Infrastruktur;Patch-Management-Software;patch-management-software
patentverwaltungssoftware;Patentverwaltungssoftware;1;capterra;software;Recht & Kanzlei;Patentverwaltungssoftware;patentverwaltungssoftware
patientenbindung-software;Patientenbindung Software;1;capterra;software;Gesundheit & Pflege;Patientenbindung Software;patientenbindung-software
patientenmanagement-software;Patientenmanagement Software;1;capterra;software;Gesundheit & Pflege;Patientenmanagement Software;patientenmanagement-software
patientenportale;Patientenportale;3;capterra;software;Gesundheit & Pflege;Patientenportale;patientenportale
payment;Payment;3;omr;software;Finanzen & Buchhaltung;Zahlungsabwicklung;zahlungsabwicklung
payment-method;Payment Method;3;omr;software;Finanzen & Buchhaltung;Zahlungsarten;zahlungsarten
pc-backup;Pc Backup;3;omr;software;IT, Security & Infrastruktur;PC-Backup;pc-backup
pc-sicherheitsprogramme;PC Sicherheitsprogramme;2;capterra;software;IT, Security & Infrastruktur;PC Sicherheitsprogramme;pc-sicherheitsprogramme
pci-compliance-tools;PCI Compliance Tools;2;capterra;software;IT, Security & Infrastruktur;PCI Compliance Tools;pci-compliance-tools
pdf-editor;PDF-Editor;2;beide;software;Design & Kreativ;PDF-Editor;pdf-editor
pdf-tools;PDF-Tools;2;capterra;software;Design & Kreativ;PDF-Tools;pdf-tools
pdm-systeme;PDM Systeme;2;capterra;software;Produktion & Supply Chain;PDM Systeme;pdm-systeme
penetration-testing-tools;Penetration-Testing-Tools;2;capterra;software;IT, Security & Infrastruktur;Penetration-Testing-Tools;penetration-testing-tools
peo-software;PEO Software;1;capterra;software;Personal & HR;PEO Software;peo-software
performance-management-systeme;Performance-Management-Systeme;2;capterra;software;Personal & HR;Performance-Management-Systeme;performance-management-systeme
performance-marketing-agenturen;Performance Marketing Agenturen;3;omr;dienstleister;;Performance Marketing Agenturen;performance-marketing-agenturen
personal-trainer-software;Personal Trainer Software;1;capterra;software;Personal & HR;Personal Trainer Software;personal-trainer-software
personalabrechnungssoftware;Personalabrechnungssoftware;1;capterra;software;Finanzen & Buchhaltung;Personalabrechnungssoftware;personalabrechnungssoftware
personaleinsatzplanung-software;Personaleinsatzplanung Software;1;beide;software;Personal & HR;Personaleinsatzplanung Software;personaleinsatzplanung-software
personalisierungssoftware;Personalisierungssoftware;1;capterra;software;Personal & HR;Personalisierungssoftware;personalisierungssoftware
pfandhaus-software;Pfandhaus Software;1;capterra;software;Weitere Branchen;Pfandhaus Software;pfandhaus-software
pflegeheim-software;Pflegeheim Software;1;capterra;software;Gesundheit & Pflege;Pflegeheim Software;pflegeheim-software
pflegeplanungssoftware;Pflegeplanungssoftware;1;capterra;software;Gesundheit & Pflege;Pflegeplanungssoftware;pflegeplanungssoftware
pflegesoftware;Pflegesoftware;1;capterra;software;Gesundheit & Pflege;Pflegesoftware;pflegesoftware
pharma-erp;Pharma ERP;2;omr;software;Industrie, Agrar & Energie;ERP für die Pharmaindustrie;erp-fuer-die-pharmaindustrie
photo-management;Photo Management;2;omr;software;Design & Kreativ;Fotoverwaltung;fotoverwaltung
physiotherapie-software;Physiotherapie Software;1;capterra;software;Gesundheit & Pflege;Physiotherapie Software;physiotherapie-software
pilates-studio-software;Pilates Studio Software;1;capterra;software;Gastro, Hotel & Freizeit;Pilates Studio Software;pilates-studio-software
pim-systeme;PIM-Systeme;2;capterra;software;E-Commerce & Handel;PIM-Systeme;pim-systeme
plagiatssoftware;Plagiatssoftware;1;capterra;software;IT, Security & Infrastruktur;Plagiatssoftware;plagiatssoftware
planungssoftware;Planungssoftware;1;capterra;software;IT, Security & Infrastruktur;Planungssoftware;planungssoftware
plm-software;PLM-Software;1;capterra;software;Produktion & Supply Chain;PLM-Software;plm-software
podcast;Podcast;3;omr;software;Lernen & Events;Podcast;podcast
podcast-plattformen;Podcast Plattformen;2;capterra;software;Lernen & Events;Podcast Plattformen;podcast-plattformen
podologie-software;Podologie Software;1;capterra;software;Gesundheit & Pflege;Podologie Software;podologie-software
policy-management-software;Policy Management Software;1;beide;software;IT, Security & Infrastruktur;Policy Management Software;policy-management-software
polizei-software;Polizei-Software;1;capterra;software;Öffentlicher Sektor & Sicherheit;Polizei-Software;polizei-software
pool-software;Pool Software;1;capterra;software;Gastro, Hotel & Freizeit;Pool Software;pool-software
portal-software;Portal-Software;1;capterra;software;Website & Content;Portal-Software;portal-software
postverwaltung-software;Postverwaltung Software;1;capterra;software;Weitere Software;Postverwaltung Software;postverwaltung-software
ppc-tools;PPC-Tools;2;capterra;software;Marketing & SEO;PPC-Tools;ppc-tools
ppm-software;PPM-Software;1;capterra;software;Projekte & Zusammenarbeit;PPM-Software;ppm-software
pps-systeme;PPS-Systeme;2;capterra;software;Produktion & Supply Chain;PPS-Systeme;pps-systeme
pps-systeme-fuer-chemische-industrie;PPS-Systeme für chemische Industrie;2;capterra;software;Produktion & Supply Chain;PPS-Systeme für chemische Industrie;pps-systeme-fuer-chemische-industrie
pps-systeme-fuer-luft-und-raumfahrt;PPS-Systeme für Luft- und Raumfahrt;2;capterra;software;IT, Security & Infrastruktur;PPS-Systeme für Luft- und Raumfahrt;pps-systeme-fuer-luft-und-raumfahrt
pr-tools;PR-Tools;2;capterra;software;Marketing & SEO;PR-Tools;pr-tools
praesentationssoftware;Präsentationssoftware;1;beide;software;Design & Kreativ;Präsentationssoftware;praesentationssoftware
praxissoftware-fuer-dermatologen;Praxissoftware für Dermatologen;1;capterra;software;Gesundheit & Pflege;Praxissoftware für Dermatologen;praxissoftware-fuer-dermatologen
praxissoftware-fuer-psychotherapie;Praxissoftware für Psychotherapie;1;capterra;software;Gesundheit & Pflege;Praxissoftware für Psychotherapie;praxissoftware-fuer-psychotherapie
praxissoftware-und-arztsoftware;Praxissoftware und Arztsoftware;1;capterra;software;Gesundheit & Pflege;Praxissoftware und Arztsoftware;praxissoftware-und-arztsoftware
predictive-analytics-tools;Predictive Analytics Tools;2;beide;software;Daten & Analytics;Predictive Analytics Tools;predictive-analytics-tools
predictive-dialer;Predictive Dialer;3;capterra;software;Vertrieb & CRM;Predictive Dialer;predictive-dialer
predictive-lead-scoring-software;Predictive Lead Scoring Software;1;capterra;software;Vertrieb & CRM;Predictive Lead Scoring Software;predictive-lead-scoring-software
press-release-distribution;Press Release Distribution;3;omr;software;Marketing & SEO;Pressemitteilungs-Verteiler;pressemitteilungs-verteiler
pricing;Pricing;3;omr;software;E-Commerce & Handel;Preisgestaltung;preisgestaltung
pricing-tools;Pricing Tools;2;capterra;software;E-Commerce & Handel;Pricing Tools;pricing-tools
print-management-software;Print Management Software;1;capterra;software;Weitere Software;Print Management Software;print-management-software
print-marketing;Print Marketing;3;omr;software;Marketing & SEO;Print-Marketing;print-marketing
print-on-demand;Print On Demand;3;omr;software;E-Commerce & Handel;Print-on-Demand;print-on-demand
private-affiliate-networks;Private Affiliate Networks;3;omr;software;Marketing & SEO;Private Affiliate-Netzwerke;private-affiliate-netzwerke
process-mining;Process Mining;3;omr;software;Daten & Analytics;Process Mining;process-mining
proctoring-software;Proctoring Software;1;capterra;software;Lernen & Events;Proctoring Software;proctoring-software
procure-to-pay-software;Procure-to-Pay Software;1;capterra;software;Produktion & Supply Chain;Procure-to-Pay Software;procure-to-pay-software
procurement-software;Procurement Software;1;capterra;software;Produktion & Supply Chain;Procurement Software;procurement-software
product-data-management-pdm;Product Data Management PDM;2;omr;software;Daten & Analytics;Produktdatenmanagement;produktdatenmanagement-pdm
product-feed-management;Product Feed Management;2;omr;software;E-Commerce & Handel;Produktdaten-Feeds;produktdaten-feeds
product-information-management-pim;Product Information Management PIM;2;omr;software;E-Commerce & Handel;Produktinformations-Management;produktinformations-management-pim
product-roadmap-tools;Product Roadmap Tools;2;capterra;software;Weitere Software;Product Roadmap Tools;product-roadmap-tools
produktanalyse-software;Produktanalyse-Software;1;beide;software;Daten & Analytics;Produktanalyse-Software;produktanalyse-software
produktion-fertigung-erp;Produktion Fertigung ERP;2;omr;software;Industrie, Agrar & Energie;ERP für Produktion und Fertigung;erp-fuer-produktion-und-fertigung
produktionsplanung-software;Produktionsplanung Software;1;capterra;software;Produktion & Supply Chain;Produktionsplanung Software;produktionsplanung-software
produktivitaetssoftware;Produktivitätssoftware;1;capterra;software;IT, Security & Infrastruktur;Produktivitätssoftware;produktivitaetssoftware
produktkonfigurator-software;Produktkonfigurator Software;1;capterra;software;Weitere Software;Produktkonfigurator Software;produktkonfigurator-software
produktmanagement-software;Produktmanagement Software;1;beide;software;Weitere Software;Produktmanagement Software;produktmanagement-software
programmiersoftware;Programmiersoftware;1;capterra;software;IT, Security & Infrastruktur;Programmiersoftware;programmiersoftware
project-collaboration;Project Collaboration;3;omr;software;Projekte & Zusammenarbeit;Projekt-Zusammenarbeit;projekt-zusammenarbeit
project-time-tracking;Project Time Tracking;3;omr;software;Weitere Software;Projektzeiterfassung;projektzeiterfassung
projektmanagement-tools;Projektmanagement Tools;2;beide;software;Projekte & Zusammenarbeit;Projektmanagement Tools;projektmanagement-tools
projektmanagement-tools-fuer-gemeinnuetzige-organisationen;Projektmanagement Tools für gemeinnützige Organisationen;2;capterra;software;Non-Profit, Kirche & Verein;Projektmanagement Tools für gemeinnützige Organisationen;projektmanagement-tools-fuer-gemeinnuetzige-organisationen
projektplanungssoftware;Projektplanungssoftware;1;capterra;software;Projekte & Zusammenarbeit;Projektplanungssoftware;projektplanungssoftware
projekttracking-software;Projekttracking Software;1;capterra;software;Projekte & Zusammenarbeit;Projekttracking Software;projekttracking-software
prototyping-tools;Prototyping Tools;2;capterra;software;Design & Kreativ;Prototyping Tools;prototyping-tools
provisionssoftware;Provisionssoftware;1;capterra;software;Vertrieb & CRM;Provisionssoftware;provisionssoftware
prozessmanagement;Prozessmanagement;3;omr;software;Projekte & Zusammenarbeit;Prozessmanagement;prozessmanagement
pruefungssoftware;Prüfungssoftware;1;capterra;software;IT, Security & Infrastruktur;Prüfungssoftware;pruefungssoftware
psa-software;PSA-Software;1;capterra;software;Projekte & Zusammenarbeit;PSA-Software;psa-software
public-affiliate-networks;Public Affiliate Networks;3;omr;software;Marketing & SEO;Öffentliche Affiliate-Netzwerke;oeffentliche-affiliate-netzwerke
public-relations-pr;Public Relations PR;3;omr;software;Marketing & SEO;Öffentlichkeitsarbeit (PR);oeffentlichkeitsarbeit-pr
public-transportation-software;Public Transportation Software;1;capterra;software;Mobilität & Fahrzeuge;Public Transportation Software;public-transportation-software
